{'tid': 6, 'aid': 7, 'uid': 8, 'tstamp': 1289238901000}
{'tid': 203, 'aid': 1845, 'uid': 1016, 'tstamp': 1286191507000}
{'tid': 2100, 'aid': 1846, 'uid': 1016, 'tstamp': 1286189963000}
{'tid': 14, 'aid': 1848, 'uid': 1016, 'tstamp': 1286189963000}
{'tid': 2114, 'aid': 1848, 'uid': 1016, 'tstamp': 1286189963000}
{'tid': 2036, 'aid': 1851, 'uid': 1016, 'tstamp': 1286189963000}
{'tid': 2114, 'aid': 1852, 'uid': 1016, 'tstamp': 1286189963000}
{'tid': 14, 'aid': 1855, 'uid': 1016, 'tstamp': 1286189963000}
{'tid': 14, 'aid': 1857, 'uid': 1016, 'tstamp': 1285864479000}
{'tid': 2120, 'aid': 1857, 'uid': 1016, 'tstamp': 1285864479000}
{'tid': 1218, 'aid': 1858, 'uid': 1016, 'tstamp': 1285862707000}
{'tid': 2114, 'aid': 1859, 'uid': 1016, 'tstamp': 1285862324000}
{'tid': 919, 'aid': 1862, 'uid': 1016, 'tstamp': 1285856513000}
{'tid': 86, 'aid': 1863, 'uid': 1016, 'tstamp': 1285856071000}
{'tid': 2114, 'aid': 1863, 'uid': 1016, 'tstamp': 1285856071000}
{'tid': 1214, 'aid': 1865, 'uid': 1016, 'tstamp': 1285071513000}
{'tid': 411, 'aid': 1869, 'uid': 1016, 'tstamp': 1284982813000}
{'tid': 284, 'aid': 1870, 'uid': 1016, 'tstamp': 1284749016000}
{'tid': 2122, 'aid': 1871, 'uid': 1016, 'tstamp': 1284741063000}
{'tid': 2036, 'aid': 1875, 'uid': 1016, 'tstamp': 1284379490000}
{'tid': 2114, 'aid': 1879, 'uid': 1016, 'tstamp': 1284377809000}
{'tid': 2126, 'aid': 1880, 'uid': 1016, 'tstamp': 1284377740000}
{'tid': 674, 'aid': 1881, 'uid': 1016, 'tstamp': 1284377631000}
{'tid': 2127, 'aid': 1882, 'uid': 1016, 'tstamp': 1284133520000}
{'tid': 2128, 'aid': 1884, 'uid': 1016, 'tstamp': 1283966202000}
{'tid': 2131, 'aid': 1895, 'uid': 1016, 'tstamp': 1282821609000}
{'tid': 1305, 'aid': 1898, 'uid': 1016, 'tstamp': 1282580368000}
{'tid': 2116, 'aid': 1898, 'uid': 1016, 'tstamp': 1282580368000}
{'tid': 2132, 'aid': 1900, 'uid': 1016, 'tstamp': 1282568862000}
{'tid': 2133, 'aid': 1907, 'uid': 1016, 'tstamp': 1282216954000}
{'tid': 1634, 'aid': 1908, 'uid': 1016, 'tstamp': 1282216689000}
{'tid': 583, 'aid': 1909, 'uid': 1016, 'tstamp': 1282150310000}
{'tid': 2134, 'aid': 1909, 'uid': 1016, 'tstamp': 1282150310000}
{'tid': 411, 'aid': 1911, 'uid': 1016, 'tstamp': 1282045877000}
{'tid': 2135, 'aid': 1912, 'uid': 1016, 'tstamp': 1282045464000}
{'tid': 1283, 'aid': 1913, 'uid': 1016, 'tstamp': 1282045211000}
{'tid': 2151, 'aid': 607, 'uid': 1033, 'tstamp': 1288789849000}
{'tid': 623, 'aid': 622, 'uid': 1033, 'tstamp': 1285248312000}
{'tid': 2151, 'aid': 622, 'uid': 1033, 'tstamp': 1285248312000}
{'tid': 1185, 'aid': 807, 'uid': 1033, 'tstamp': 1287510921000}
{'tid': 2187, 'aid': 807, 'uid': 1033, 'tstamp': 1287510921000}
{'tid': 2157, 'aid': 1746, 'uid': 1033, 'tstamp': 1288775448000}
{'tid': 2137, 'aid': 1914, 'uid': 1033, 'tstamp': 1288971300000}
{'tid': 512, 'aid': 1915, 'uid': 1033, 'tstamp': 1288971175000}
{'tid': 2138, 'aid': 1915, 'uid': 1033, 'tstamp': 1288971175000}
{'tid': 2140, 'aid': 1915, 'uid': 1033, 'tstamp': 1288971175000}
{'tid': 2142, 'aid': 1916, 'uid': 1033, 'tstamp': 1288967862000}
{'tid': 2144, 'aid': 1916, 'uid': 1033, 'tstamp': 1288967862000}
{'tid': 303, 'aid': 1917, 'uid': 1033, 'tstamp': 1288960505000}
{'tid': 956, 'aid': 1917, 'uid': 1033, 'tstamp': 1288960505000}
{'tid': 2145, 'aid': 1917, 'uid': 1033, 'tstamp': 1288960505000}
{'tid': 2146, 'aid': 1918, 'uid': 1033, 'tstamp': 1288865468000}
{'tid': 2148, 'aid': 1918, 'uid': 1033, 'tstamp': 1288865468000}
{'tid': 276, 'aid': 1919, 'uid': 1033, 'tstamp': 1288799799000}
{'tid': 1037, 'aid': 1919, 'uid': 1033, 'tstamp': 1288799799000}
{'tid': 2150, 'aid': 1919, 'uid': 1033, 'tstamp': 1288799799000}
{'tid': 1567, 'aid': 1921, 'uid': 1033, 'tstamp': 1288776636000}
{'tid': 2155, 'aid': 1921, 'uid': 1033, 'tstamp': 1288776636000}
{'tid': 1180, 'aid': 1922, 'uid': 1033, 'tstamp': 1288725521000}
{'tid': 173, 'aid': 1923, 'uid': 1033, 'tstamp': 1288724520000}
{'tid': 1547, 'aid': 1923, 'uid': 1033, 'tstamp': 1288724520000}
{'tid': 2159, 'aid': 1923, 'uid': 1033, 'tstamp': 1288724520000}
{'tid': 2161, 'aid': 1924, 'uid': 1033, 'tstamp': 1288687437000}
{'tid': 912, 'aid': 1925, 'uid': 1033, 'tstamp': 1288627427000}
{'tid': 1118, 'aid': 1925, 'uid': 1033, 'tstamp': 1288627427000}
{'tid': 1017, 'aid': 1927, 'uid': 1033, 'tstamp': 1288349069000}
{'tid': 2163, 'aid': 1927, 'uid': 1033, 'tstamp': 1288349069000}
{'tid': 1060, 'aid': 1928, 'uid': 1033, 'tstamp': 1288349024000}
{'tid': 1568, 'aid': 1929, 'uid': 1033, 'tstamp': 1288272292000}
{'tid': 2157, 'aid': 1929, 'uid': 1033, 'tstamp': 1288272292000}
{'tid': 1568, 'aid': 1930, 'uid': 1033, 'tstamp': 1288272035000}
{'tid': 2147, 'aid': 1930, 'uid': 1033, 'tstamp': 1288272035000}
{'tid': 2146, 'aid': 1932, 'uid': 1033, 'tstamp': 1288269353000}
{'tid': 2165, 'aid': 1932, 'uid': 1033, 'tstamp': 1288269353000}
{'tid': 2167, 'aid': 1932, 'uid': 1033, 'tstamp': 1288269353000}
{'tid': 451, 'aid': 1933, 'uid': 1033, 'tstamp': 1288269204000}
{'tid': 2168, 'aid': 1933, 'uid': 1033, 'tstamp': 1288269204000}
{'tid': 1621, 'aid': 1934, 'uid': 1033, 'tstamp': 1288268089000}
{'tid': 688, 'aid': 1935, 'uid': 1033, 'tstamp': 1288013277000}
{'tid': 1125, 'aid': 1935, 'uid': 1033, 'tstamp': 1288013277000}
{'tid': 2171, 'aid': 1935, 'uid': 1033, 'tstamp': 1288013277000}
{'tid': 639, 'aid': 1936, 'uid': 1033, 'tstamp': 1288002695000}
{'tid': 1101, 'aid': 1936, 'uid': 1033, 'tstamp': 1288002695000}
{'tid': 1105, 'aid': 1937, 'uid': 1033, 'tstamp': 1287668581000}
{'tid': 2173, 'aid': 1937, 'uid': 1033, 'tstamp': 1287668581000}
{'tid': 2175, 'aid': 1938, 'uid': 1033, 'tstamp': 1287665331000}
{'tid': 999, 'aid': 1939, 'uid': 1033, 'tstamp': 1287664833000}
{'tid': 2176, 'aid': 1939, 'uid': 1033, 'tstamp': 1287664833000}
{'tid': 2177, 'aid': 1940, 'uid': 1033, 'tstamp': 1287664747000}
{'tid': 1899, 'aid': 1941, 'uid': 1033, 'tstamp': 1287664618000}
{'tid': 2179, 'aid': 1941, 'uid': 1033, 'tstamp': 1287664618000}
{'tid': 2180, 'aid': 1942, 'uid': 1033, 'tstamp': 1287648543000}
{'tid': 1316, 'aid': 1943, 'uid': 1033, 'tstamp': 1287573904000}
{'tid': 2157, 'aid': 1944, 'uid': 1033, 'tstamp': 1287565664000}
{'tid': 2144, 'aid': 1945, 'uid': 1033, 'tstamp': 1287565630000}
{'tid': 518, 'aid': 1946, 'uid': 1033, 'tstamp': 1287517523000}
{'tid': 897, 'aid': 1947, 'uid': 1033, 'tstamp': 1287511361000}
{'tid': 2184, 'aid': 1947, 'uid': 1033, 'tstamp': 1287511361000}
{'tid': 316, 'aid': 1948, 'uid': 1033, 'tstamp': 1287511231000}
{'tid': 670, 'aid': 1948, 'uid': 1033, 'tstamp': 1287511231000}
{'tid': 1031, 'aid': 1949, 'uid': 1033, 'tstamp': 1287511182000}
{'tid': 2143, 'aid': 1949, 'uid': 1033, 'tstamp': 1287511182000}
{'tid': 276, 'aid': 1950, 'uid': 1033, 'tstamp': 1287510776000}
{'tid': 475, 'aid': 1953, 'uid': 1033, 'tstamp': 1287489259000}
{'tid': 956, 'aid': 1954, 'uid': 1033, 'tstamp': 1287397994000}
{'tid': 414, 'aid': 1957, 'uid': 1033, 'tstamp': 1286993638000}
{'tid': 2142, 'aid': 1957, 'uid': 1033, 'tstamp': 1286993638000}
{'tid': 2144, 'aid': 1958, 'uid': 1033, 'tstamp': 1286993588000}
{'tid': 465, 'aid': 1959, 'uid': 1033, 'tstamp': 1286985012000}
{'tid': 2189, 'aid': 1960, 'uid': 1033, 'tstamp': 1286962495000}
{'tid': 2190, 'aid': 1961, 'uid': 1033, 'tstamp': 1286961643000}
{'tid': 2192, 'aid': 1961, 'uid': 1033, 'tstamp': 1286961643000}
{'tid': 1066, 'aid': 1962, 'uid': 1033, 'tstamp': 1286910060000}
{'tid': 2193, 'aid': 1963, 'uid': 1033, 'tstamp': 1286894804000}
{'tid': 359, 'aid': 1964, 'uid': 1033, 'tstamp': 1286878406000}
{'tid': 502, 'aid': 1967, 'uid': 1033, 'tstamp': 1286354870000}
{'tid': 2195, 'aid': 1967, 'uid': 1033, 'tstamp': 1286354870000}
{'tid': 904, 'aid': 1968, 'uid': 1033, 'tstamp': 1286354730000}
{'tid': 2197, 'aid': 1968, 'uid': 1033, 'tstamp': 1286354730000}
{'tid': 276, 'aid': 1969, 'uid': 1033, 'tstamp': 1286354623000}
{'tid': 1037, 'aid': 1969, 'uid': 1033, 'tstamp': 1286354623000}
{'tid': 1066, 'aid': 1971, 'uid': 1033, 'tstamp': 1286304597000}
{'tid': 2200, 'aid': 1971, 'uid': 1033, 'tstamp': 1286304597000}
{'tid': 961, 'aid': 1972, 'uid': 1033, 'tstamp': 1286198387000}
{'tid': 2202, 'aid': 1972, 'uid': 1033, 'tstamp': 1286198387000}
{'tid': 1532, 'aid': 1973, 'uid': 1033, 'tstamp': 1286177755000}
{'tid': 2203, 'aid': 1973, 'uid': 1033, 'tstamp': 1286177755000}
{'tid': 1680, 'aid': 1974, 'uid': 1033, 'tstamp': 1285703049000}
{'tid': 2204, 'aid': 1974, 'uid': 1033, 'tstamp': 1285703049000}
{'tid': 2205, 'aid': 1975, 'uid': 1033, 'tstamp': 1285694599000}
{'tid': 2192, 'aid': 1979, 'uid': 1033, 'tstamp': 1285310804000}
{'tid': 749, 'aid': 1980, 'uid': 1033, 'tstamp': 1285271674000}
{'tid': 2055, 'aid': 1981, 'uid': 1033, 'tstamp': 1285248273000}
{'tid': 2207, 'aid': 1982, 'uid': 1033, 'tstamp': 1285243422000}
{'tid': 2209, 'aid': 1982, 'uid': 1033, 'tstamp': 1285243422000}
{'tid': 2210, 'aid': 1983, 'uid': 1033, 'tstamp': 1285223229000}
{'tid': 2212, 'aid': 1983, 'uid': 1033, 'tstamp': 1285223229000}
{'tid': 2211, 'aid': 1984, 'uid': 1033, 'tstamp': 1285223207000}
{'tid': 2213, 'aid': 1984, 'uid': 1033, 'tstamp': 1285223207000}
{'tid': 897, 'aid': 1986, 'uid': 1033, 'tstamp': 1285086917000}
{'tid': 2150, 'aid': 1987, 'uid': 1033, 'tstamp': 1285058606000}
{'tid': 2216, 'aid': 1987, 'uid': 1033, 'tstamp': 1285058606000}
{'tid': 2174, 'aid': 1988, 'uid': 1033, 'tstamp': 1285052837000}
{'tid': 2218, 'aid': 1990, 'uid': 1033, 'tstamp': 1284975942000}
{'tid': 946, 'aid': 1991, 'uid': 1033, 'tstamp': 1284964081000}
{'tid': 2219, 'aid': 1991, 'uid': 1033, 'tstamp': 1284964081000}
{'tid': 2150, 'aid': 1992, 'uid': 1033, 'tstamp': 1284712476000}
{'tid': 2222, 'aid': 1994, 'uid': 1033, 'tstamp': 1284708597000}
{'tid': 946, 'aid': 1996, 'uid': 1033, 'tstamp': 1284559516000}
{'tid': 1066, 'aid': 1997, 'uid': 1033, 'tstamp': 1284542108000}
{'tid': 707, 'aid': 1998, 'uid': 1033, 'tstamp': 1284390623000}
{'tid': 509, 'aid': 1999, 'uid': 1033, 'tstamp': 1284124679000}
{'tid': 2216, 'aid': 1999, 'uid': 1033, 'tstamp': 1284124679000}
{'tid': 2150, 'aid': 2000, 'uid': 1033, 'tstamp': 1284124390000}
{'tid': 1140, 'aid': 2001, 'uid': 1033, 'tstamp': 1283926328000}
{'tid': 2227, 'aid': 2001, 'uid': 1033, 'tstamp': 1283926328000}
{'tid': 2229, 'aid': 2002, 'uid': 1033, 'tstamp': 1283885568000}
{'tid': 956, 'aid': 2003, 'uid': 1033, 'tstamp': 1283427893000}
{'tid': 2232, 'aid': 2005, 'uid': 1033, 'tstamp': 1283413116000}
{'tid': 2233, 'aid': 2007, 'uid': 1033, 'tstamp': 1283239548000}
{'tid': 2235, 'aid': 2008, 'uid': 1033, 'tstamp': 1282829221000}
{'tid': 1572, 'aid': 2010, 'uid': 1049, 'tstamp': 1289286864000}
{'tid': 1752, 'aid': 2011, 'uid': 1049, 'tstamp': 1289283362000}
{'tid': 470, 'aid': 2012, 'uid': 1049, 'tstamp': 1289283261000}
{'tid': 2237, 'aid': 2012, 'uid': 1049, 'tstamp': 1289283261000}
{'tid': 2237, 'aid': 2013, 'uid': 1049, 'tstamp': 1289282903000}
{'tid': 2239, 'aid': 2014, 'uid': 1049, 'tstamp': 1289282883000}
{'tid': 2241, 'aid': 2014, 'uid': 1049, 'tstamp': 1289282883000}
{'tid': 2242, 'aid': 2015, 'uid': 1049, 'tstamp': 1289282661000}
{'tid': 225, 'aid': 2016, 'uid': 1049, 'tstamp': 1289200343000}
{'tid': 1752, 'aid': 2016, 'uid': 1049, 'tstamp': 1289200343000}
{'tid': 2243, 'aid': 2017, 'uid': 1049, 'tstamp': 1289172390000}
{'tid': 1752, 'aid': 2018, 'uid': 1049, 'tstamp': 1289170129000}
{'tid': 2246, 'aid': 2018, 'uid': 1049, 'tstamp': 1289170129000}
{'tid': 2247, 'aid': 2019, 'uid': 1049, 'tstamp': 1289105426000}
{'tid': 2249, 'aid': 2019, 'uid': 1049, 'tstamp': 1289105426000}
{'tid': 2250, 'aid': 2020, 'uid': 1049, 'tstamp': 1289049379000}
{'tid': 2252, 'aid': 2020, 'uid': 1049, 'tstamp': 1289049379000}
{'tid': 2253, 'aid': 2021, 'uid': 1049, 'tstamp': 1289049336000}
{'tid': 2255, 'aid': 2021, 'uid': 1049, 'tstamp': 1289049336000}
{'tid': 2261, 'aid': 2023, 'uid': 1049, 'tstamp': 1289048876000}
{'tid': 498, 'aid': 2025, 'uid': 1049, 'tstamp': 1289048512000}
{'tid': 2263, 'aid': 2025, 'uid': 1049, 'tstamp': 1289048512000}
{'tid': 1758, 'aid': 2026, 'uid': 1049, 'tstamp': 1289048235000}
{'tid': 1752, 'aid': 2027, 'uid': 1049, 'tstamp': 1289048029000}
{'tid': 1210, 'aid': 2028, 'uid': 1049, 'tstamp': 1289033274000}
{'tid': 2266, 'aid': 2028, 'uid': 1049, 'tstamp': 1289033274000}
{'tid': 2267, 'aid': 2029, 'uid': 1049, 'tstamp': 1289032729000}
{'tid': 1650, 'aid': 2030, 'uid': 1049, 'tstamp': 1289032653000}
{'tid': 2269, 'aid': 2030, 'uid': 1049, 'tstamp': 1289032653000}
{'tid': 2271, 'aid': 2030, 'uid': 1049, 'tstamp': 1289032653000}
{'tid': 2273, 'aid': 2031, 'uid': 1049, 'tstamp': 1288968038000}
{'tid': 2274, 'aid': 2032, 'uid': 1049, 'tstamp': 1288967686000}
{'tid': 2275, 'aid': 2033, 'uid': 1049, 'tstamp': 1288967616000}
{'tid': 2277, 'aid': 2033, 'uid': 1049, 'tstamp': 1288967616000}
{'tid': 116, 'aid': 2034, 'uid': 1049, 'tstamp': 1288851344000}
{'tid': 1593, 'aid': 2034, 'uid': 1049, 'tstamp': 1288851344000}
{'tid': 2280, 'aid': 2034, 'uid': 1049, 'tstamp': 1288851344000}
{'tid': 2287, 'aid': 2037, 'uid': 1049, 'tstamp': 1288764747000}
{'tid': 2279, 'aid': 2038, 'uid': 1049, 'tstamp': 1288753093000}
{'tid': 2289, 'aid': 2038, 'uid': 1049, 'tstamp': 1288753093000}
{'tid': 1111, 'aid': 2039, 'uid': 1049, 'tstamp': 1288631242000}
{'tid': 2294, 'aid': 2041, 'uid': 1049, 'tstamp': 1288630747000}
{'tid': 2297, 'aid': 2043, 'uid': 1049, 'tstamp': 1288515114000}
{'tid': 2299, 'aid': 2043, 'uid': 1049, 'tstamp': 1288515114000}
{'tid': 2270, 'aid': 2044, 'uid': 1049, 'tstamp': 1288498378000}
{'tid': 2301, 'aid': 2045, 'uid': 1049, 'tstamp': 1288496848000}
{'tid': 2025, 'aid': 2046, 'uid': 1049, 'tstamp': 1288496720000}
{'tid': 2295, 'aid': 2047, 'uid': 1049, 'tstamp': 1288474284000}
{'tid': 2304, 'aid': 2047, 'uid': 1049, 'tstamp': 1288474284000}
{'tid': 1733, 'aid': 2048, 'uid': 1049, 'tstamp': 1288474083000}
{'tid': 2306, 'aid': 2049, 'uid': 1049, 'tstamp': 1288473494000}
{'tid': 1059, 'aid': 2050, 'uid': 1049, 'tstamp': 1288460456000}
{'tid': 1541, 'aid': 2050, 'uid': 1049, 'tstamp': 1288460456000}
{'tid': 2308, 'aid': 2050, 'uid': 1049, 'tstamp': 1288460456000}
{'tid': 2310, 'aid': 2050, 'uid': 1049, 'tstamp': 1288460456000}
{'tid': 1059, 'aid': 2051, 'uid': 1049, 'tstamp': 1288460149000}
{'tid': 2312, 'aid': 2051, 'uid': 1049, 'tstamp': 1288460149000}
{'tid': 2277, 'aid': 2052, 'uid': 1049, 'tstamp': 1288401878000}
{'tid': 2314, 'aid': 2052, 'uid': 1049, 'tstamp': 1288401878000}
{'tid': 2316, 'aid': 2052, 'uid': 1049, 'tstamp': 1288401878000}
{'tid': 2261, 'aid': 2053, 'uid': 1049, 'tstamp': 1288401322000}
{'tid': 2314, 'aid': 2053, 'uid': 1049, 'tstamp': 1288401322000}
{'tid': 2317, 'aid': 2053, 'uid': 1049, 'tstamp': 1288401322000}
{'tid': 2318, 'aid': 2054, 'uid': 1049, 'tstamp': 1288399903000}
{'tid': 897, 'aid': 2055, 'uid': 1049, 'tstamp': 1288395232000}
{'tid': 2320, 'aid': 2055, 'uid': 1049, 'tstamp': 1288395232000}
{'tid': 1732, 'aid': 2057, 'uid': 1049, 'tstamp': 1288394844000}
{'tid': 2185, 'aid': 2058, 'uid': 1049, 'tstamp': 1288394795000}
{'tid': 839, 'aid': 2060, 'uid': 1049, 'tstamp': 1288394387000}
{'tid': 961, 'aid': 2061, 'uid': 1049, 'tstamp': 1288378470000}
{'tid': 2323, 'aid': 2061, 'uid': 1049, 'tstamp': 1288378470000}
{'tid': 2325, 'aid': 2061, 'uid': 1049, 'tstamp': 1288378470000}
{'tid': 1059, 'aid': 2062, 'uid': 1049, 'tstamp': 1288378251000}
{'tid': 1624, 'aid': 2062, 'uid': 1049, 'tstamp': 1288378251000}
{'tid': 2327, 'aid': 2062, 'uid': 1049, 'tstamp': 1288378251000}
{'tid': 2329, 'aid': 2062, 'uid': 1049, 'tstamp': 1288378251000}
{'tid': 1071, 'aid': 2063, 'uid': 1049, 'tstamp': 1288378152000}
{'tid': 668, 'aid': 2064, 'uid': 1049, 'tstamp': 1288304277000}
{'tid': 1079, 'aid': 2065, 'uid': 1049, 'tstamp': 1288303255000}
{'tid': 1536, 'aid': 2065, 'uid': 1049, 'tstamp': 1288303255000}
{'tid': 2205, 'aid': 2065, 'uid': 1049, 'tstamp': 1288303255000}
{'tid': 2271, 'aid': 2065, 'uid': 1049, 'tstamp': 1288303255000}
{'tid': 1733, 'aid': 2066, 'uid': 1049, 'tstamp': 1288294352000}
{'tid': 2332, 'aid': 2066, 'uid': 1049, 'tstamp': 1288294352000}
{'tid': 2334, 'aid': 2066, 'uid': 1049, 'tstamp': 1288294352000}
{'tid': 2279, 'aid': 2067, 'uid': 1049, 'tstamp': 1288294154000}
{'tid': 2335, 'aid': 2067, 'uid': 1049, 'tstamp': 1288294154000}
{'tid': 1264, 'aid': 2068, 'uid': 1049, 'tstamp': 1288293846000}
{'tid': 2336, 'aid': 2068, 'uid': 1049, 'tstamp': 1288293846000}
{'tid': 503, 'aid': 2069, 'uid': 1049, 'tstamp': 1288293303000}
{'tid': 185, 'aid': 2070, 'uid': 1049, 'tstamp': 1288293225000}
{'tid': 725, 'aid': 2071, 'uid': 1049, 'tstamp': 1288292881000}
{'tid': 2337, 'aid': 2071, 'uid': 1049, 'tstamp': 1288292881000}
{'tid': 2331, 'aid': 2072, 'uid': 1049, 'tstamp': 1288292761000}
{'tid': 2334, 'aid': 2072, 'uid': 1049, 'tstamp': 1288292761000}
{'tid': 2339, 'aid': 2072, 'uid': 1049, 'tstamp': 1288292761000}
{'tid': 2341, 'aid': 2072, 'uid': 1049, 'tstamp': 1288292761000}
{'tid': 1017, 'aid': 2073, 'uid': 1049, 'tstamp': 1288290664000}
{'tid': 529, 'aid': 2074, 'uid': 1049, 'tstamp': 1288290451000}
{'tid': 1079, 'aid': 2074, 'uid': 1049, 'tstamp': 1288290451000}
{'tid': 1650, 'aid': 2074, 'uid': 1049, 'tstamp': 1288290451000}
{'tid': 2344, 'aid': 2074, 'uid': 1049, 'tstamp': 1288290451000}
{'tid': 2260, 'aid': 2075, 'uid': 1049, 'tstamp': 1288278008000}
{'tid': 475, 'aid': 2077, 'uid': 1049, 'tstamp': 1288203779000}
{'tid': 1187, 'aid': 2077, 'uid': 1049, 'tstamp': 1288203779000}
{'tid': 1650, 'aid': 2077, 'uid': 1049, 'tstamp': 1288203779000}
{'tid': 2347, 'aid': 2077, 'uid': 1049, 'tstamp': 1288203779000}
{'tid': 956, 'aid': 2079, 'uid': 1049, 'tstamp': 1288120930000}
{'tid': 2351, 'aid': 2080, 'uid': 1049, 'tstamp': 1288113087000}
{'tid': 2353, 'aid': 2080, 'uid': 1049, 'tstamp': 1288113087000}
{'tid': 1752, 'aid': 2081, 'uid': 1049, 'tstamp': 1288113004000}
{'tid': 2355, 'aid': 2081, 'uid': 1049, 'tstamp': 1288113004000}
{'tid': 2356, 'aid': 2083, 'uid': 1049, 'tstamp': 1288112472000}
{'tid': 1219, 'aid': 2084, 'uid': 1094, 'tstamp': 1288769227000}
{'tid': 2053, 'aid': 2085, 'uid': 1094, 'tstamp': 1288766895000}
{'tid': 1888, 'aid': 2086, 'uid': 1094, 'tstamp': 1288683358000}
{'tid': 2357, 'aid': 2086, 'uid': 1094, 'tstamp': 1288683358000}
{'tid': 2219, 'aid': 2087, 'uid': 1094, 'tstamp': 1288682962000}
{'tid': 2359, 'aid': 2087, 'uid': 1094, 'tstamp': 1288682962000}
{'tid': 2053, 'aid': 2088, 'uid': 1094, 'tstamp': 1288681459000}
{'tid': 2219, 'aid': 2089, 'uid': 1094, 'tstamp': 1288681340000}
{'tid': 2362, 'aid': 2089, 'uid': 1094, 'tstamp': 1288681340000}
{'tid': 1219, 'aid': 2090, 'uid': 1094, 'tstamp': 1288672642000}
{'tid': 2358, 'aid': 2090, 'uid': 1094, 'tstamp': 1288672642000}
{'tid': 273, 'aid': 2091, 'uid': 1094, 'tstamp': 1288285003000}
{'tid': 961, 'aid': 2091, 'uid': 1094, 'tstamp': 1288285003000}
{'tid': 2363, 'aid': 2091, 'uid': 1094, 'tstamp': 1288285003000}
{'tid': 325, 'aid': 2092, 'uid': 1094, 'tstamp': 1287519147000}
{'tid': 411, 'aid': 2092, 'uid': 1094, 'tstamp': 1287519147000}
{'tid': 281, 'aid': 2093, 'uid': 1094, 'tstamp': 1286858890000}
{'tid': 839, 'aid': 2093, 'uid': 1094, 'tstamp': 1286858890000}
{'tid': 2364, 'aid': 2093, 'uid': 1094, 'tstamp': 1286858890000}
{'tid': 2366, 'aid': 2093, 'uid': 1094, 'tstamp': 1286858890000}
{'tid': 94, 'aid': 2094, 'uid': 1094, 'tstamp': 1286858735000}
{'tid': 839, 'aid': 2094, 'uid': 1094, 'tstamp': 1286858735000}
{'tid': 2369, 'aid': 2094, 'uid': 1094, 'tstamp': 1286858735000}
{'tid': 2370, 'aid': 2095, 'uid': 1094, 'tstamp': 1286858619000}
{'tid': 2370, 'aid': 2096, 'uid': 1094, 'tstamp': 1286858545000}
{'tid': 2373, 'aid': 2096, 'uid': 1094, 'tstamp': 1286858545000}
{'tid': 273, 'aid': 2097, 'uid': 1094, 'tstamp': 1286858159000}
{'tid': 286, 'aid': 2097, 'uid': 1094, 'tstamp': 1286858159000}
{'tid': 2372, 'aid': 2098, 'uid': 1094, 'tstamp': 1286856944000}
{'tid': 498, 'aid': 2100, 'uid': 1094, 'tstamp': 1286855834000}
{'tid': 1752, 'aid': 2100, 'uid': 1094, 'tstamp': 1286855834000}
{'tid': 2355, 'aid': 2100, 'uid': 1094, 'tstamp': 1286855834000}
{'tid': 2375, 'aid': 2100, 'uid': 1094, 'tstamp': 1286855834000}
{'tid': 229, 'aid': 2101, 'uid': 1094, 'tstamp': 1286854941000}
{'tid': 2376, 'aid': 2101, 'uid': 1094, 'tstamp': 1286854941000}
{'tid': 2375, 'aid': 2102, 'uid': 1094, 'tstamp': 1286854722000}
{'tid': 2371, 'aid': 2104, 'uid': 1094, 'tstamp': 1286853943000}
{'tid': 2375, 'aid': 2104, 'uid': 1094, 'tstamp': 1286853943000}
{'tid': 2366, 'aid': 2105, 'uid': 1094, 'tstamp': 1286853815000}
{'tid': 2372, 'aid': 2105, 'uid': 1094, 'tstamp': 1286853815000}
{'tid': 2372, 'aid': 2106, 'uid': 1094, 'tstamp': 1286853738000}
{'tid': 2372, 'aid': 2108, 'uid': 1094, 'tstamp': 1286853590000}
{'tid': 2373, 'aid': 2109, 'uid': 1094, 'tstamp': 1286853531000}
{'tid': 2372, 'aid': 2110, 'uid': 1094, 'tstamp': 1286853464000}
{'tid': 2355, 'aid': 2111, 'uid': 1094, 'tstamp': 1286853365000}
{'tid': 2378, 'aid': 2111, 'uid': 1094, 'tstamp': 1286853365000}
{'tid': 184, 'aid': 2112, 'uid': 1094, 'tstamp': 1286853308000}
{'tid': 839, 'aid': 2112, 'uid': 1094, 'tstamp': 1286853308000}
{'tid': 2372, 'aid': 2112, 'uid': 1094, 'tstamp': 1286853308000}
{'tid': 2379, 'aid': 2112, 'uid': 1094, 'tstamp': 1286853308000}
{'tid': 1191, 'aid': 2113, 'uid': 1094, 'tstamp': 1286853214000}
{'tid': 2372, 'aid': 2114, 'uid': 1094, 'tstamp': 1286853170000}
{'tid': 961, 'aid': 2115, 'uid': 1094, 'tstamp': 1286567625000}
{'tid': 488, 'aid': 2117, 'uid': 1094, 'tstamp': 1286563806000}
{'tid': 1264, 'aid': 2117, 'uid': 1094, 'tstamp': 1286563806000}
{'tid': 2382, 'aid': 2117, 'uid': 1094, 'tstamp': 1286563806000}
{'tid': 2384, 'aid': 2117, 'uid': 1094, 'tstamp': 1286563806000}
{'tid': 86, 'aid': 2118, 'uid': 1094, 'tstamp': 1286507563000}
{'tid': 101, 'aid': 2118, 'uid': 1094, 'tstamp': 1286507563000}
{'tid': 1991, 'aid': 2118, 'uid': 1094, 'tstamp': 1286507563000}
{'tid': 2385, 'aid': 2119, 'uid': 1094, 'tstamp': 1286496234000}
